         Modell Rückenlehne  Dichtefaktor Rückenlehnenteil  CNCAP_NIC_min  CNCAP_NIC_max  CNCAP_Scheerkraft_max  CNCAP_Scheerkraft_min  CNCAP_Druckkraft_max  CNCAP_Druckkraft_min  CNCAP_Biegemoment_UN_OC_max  CNCAP_Biegemoment_UN_OC_min  CNCAP_Biegemoment_LN_max  CNCAP_Biegemoment_LN_min  Bewertung_CNCAP_gesamt  Bewertung_CNCAP_LN  Bewertung_CNCAP_UN  Bewertung_CNCAP_NIC  BIO_x_1_max  BIO_x_t1_max  BIO_x_1_max  BIO_x_t1_max  BIO_x_t8_max  BIO_x_l1_max  BIO_xi_1_max  BIO_xi_t1_max  BIO_xi_t8_max  BIO_xi_l1_max  BIO_xii_1_max  BIO_xii_t1_max  BIO_xii_t8_max  BIO_xii_l1_max  BIO_xiii_1_max  BIO_xiii_t1_max  BIO_xiii_t8_max  BIO_xiii_l1_max  BIO_x_rel_max  BIO_xi_rel_max  BIO_xii_rel_max  BIO_xiii_rel_max  BIO_xiii_rel_summe  BIO_Scheerkraft_max  BIO_Scheerkraft_min  BIO_Scheerkraft_res_max  BIO_Scheerkraft_res_min  BIO_phi_z_1_max  BIO_phi_z_t1_max  BIO_dphi_res_1_t1_max  BIO_dphi_res_1_t1_min  BIO_dphi_res_t1_t8_max  BIO_dphi_res_t1_t8_min  BIO_dphi_res_t8_l1_max  BIO_dphi_res_t8_l1_min  BIO_dphi_z_1_t1_max  BIO_dphi_z_1_t1_min  BIO_dphi_z_t1_t8_max  BIO_dphi_z_t1_t8_min  BIO_dphi_z_t8_l1_max  BIO_dphi_z_t8_l1_min  BIO_Kopfkontaktkraft_x_max  BIO_Kopfkontaktkraft_x_min  BIO_Kopf_v_x_max  Bio_Kopf_v_x_min  BIO_Kopf_v_res_max  Bio_Kopf_v_res_min  BIO_s_res_1_max  BIO_s_res_t1_max  BIO_phi_y_1_max  BIO_phi_y_t1_max  BIO_xii_1_avg  BIO_xii_t1_avg  BIO_xii_t8_avg  BIO_xii_l1_avg  BIO_xiii_1_avg  BIO_xiii_t1_avg  BIO_xiii_t8_avg  BIO_xiii_l1_avg  BIO_xiii_1_summe  BIO_xiii_t1_summe  BIO_xiii_rel_summe  BIO_Federrate_avg  Energie_Kopf_max  Energie_Kopf_min  Energie_Oberkörper_max  Energie_Oberkörper_min  Energie_Gesamt_max  Energie_Gesamt_min  Energie_Gesamt_Summe        Wirkung  T_Kopfkontakt    t_start      t_ende
136  VW316_8_AP       KEB23           0.6          WL_SP06     -25.065538      12.641305               0.098056              -0.603125              0.579549              0.084486                     9.389886                    -0.004054                  8.701034             -2.568318e-04                    4.14                 1.5                1.06                 1.58 -1038.553340   -980.339416 -1038.553340   -980.339416   -942.704163   -918.077454      8.453560       7.887564       7.089065       5.924163       0.229931        0.255801        0.232221        0.245361        0.017592        -0.028113        -0.025896         0.030445     -29.461525        0.984311        -0.125330         -0.031161           17.020017             0.047490            -0.025274                 0.185418                -0.062200        -0.065315         -0.066198               7.305226               0.000005                8.687939                0.000093               14.760475                0.000055            -0.620423        -8.570066e-08             -1.478804          2.615272e-07              1.947686          2.636895e-07                       0.000                      -1.297          8.453560         -0.005814            8.509351            0.000047      1040.283867        981.428887        -0.301385          0.306033       0.042876        0.040638        0.036596        0.030424       -0.000038    -6.031579e-05    -5.050653e-05    -1.578879e-05         10.874094          12.393440           17.020017          -6.203893        163.649525      1.663422e-12             3001.349645            4.028459e-09         3163.754706        4.089888e-09          7.656725e+06  382763.457630      71.650044  49.271831  120.921875
137  VW316_8_AP       KEB23           0.7          WL_SP04     -21.031155      14.288710               0.065488              -0.414859              0.507279              0.079361                     7.037893                    -0.002605                  7.803637             -3.117152e-04                    4.43                 1.5                1.50                 1.43 -1032.988530   -972.148193 -1032.988530   -972.148193   -942.221313   -919.737244      8.586083       7.877078       7.104191       5.931476       0.235969        0.203664        0.207901        0.253282        0.012518         0.016277         0.016431         0.026493     -37.049419        1.182265        -0.105182         -0.012899           12.402681             0.032421            -0.037362                 0.198153                -0.059321         0.066510          0.063616               5.058504               0.000006                8.715168                0.000073               13.696074                0.000051             0.533454        -1.532657e-07              1.060172         -3.942270e-07             -1.757578         -7.698274e-07                       0.001                      -1.274          8.586083         -0.009733            8.639556            0.000041      1035.232754        973.643922        -0.327625          0.305845       0.043919        0.040477        0.036064        0.031291       -0.000051    -5.008757e-05    -9.059793e-05    -1.018808e-05         10.415877          10.693331           12.402681          -4.568788        168.820697      1.712834e-11             2999.793500            2.900530e-09         3168.461407        2.988711e-09          7.648762e+06  382363.765400      72.750003  48.372250  121.122253
138  VW316_8_AP       KEB23           0.7          WL_SP06     -25.058406      12.661431               0.097374              -0.601535              0.579875              0.084486                     9.269682                    -0.004054                  8.680682              5.425054e-04                    4.15                 1.5                1.07                 1.58 -1038.705810   -980.269745 -1038.705810   -980.269745   -942.651123   -918.057922      8.458179       7.887927       7.086880       5.922162       0.229574        0.255110        0.231823        0.245086        0.017848        -0.027947        -0.025764         0.030410     -29.624420        0.977262        -0.125293         -0.030828           16.918927             0.046718            -0.025258                 0.182970                -0.061243        -0.065382         -0.066286               7.313802               0.000005                8.686202                0.000093               14.769724                0.000055            -0.613199        -8.569022e-08             -1.483410          2.615272e-07              1.924830          2.636852e-07                       0.000                      -1.295          8.458179         -0.005814            8.513921            0.000047      1040.414974        981.348677        -0.302947          0.306278       0.042910        0.040624        0.036560        0.030420       -0.000039    -5.509619e-05    -5.993432e-05    -1.087086e-05         10.840070          12.339121           16.918927          -6.110604        163.828432      5.642611e-12             2999.689604            4.028034e-09         3162.341372        4.089468e-09          7.655389e+06  382696.738946      71.799968  49.271931  121.071899
139  VW316_8_AP       KEB23           0.8          WL_SP04     -21.124819      14.288175               0.065189              -0.412546              0.507615              0.079361                     7.092632                    -0.000926                  7.803607              8.611492e-03                    4.43                 1.5                1.50                 1.43 -1032.804080   -971.978973 -1032.804080   -971.978973   -942.150574   -919.764587      8.591857       7.876817       7.101501       5.931358       0.235387        0.203034        0.207493        0.254106        0.013029         0.016352         0.016447         0.026629     -37.329205        1.183788        -0.105652         -0.012984           12.342718             0.032126            -0.036216                 0.193874                -0.058900         0.066496          0.063705               5.078800               0.000006                8.721021                0.000073               13.699534                0.000051             0.532135        -1.532675e-07              1.060513         -3.942271e-07             -1.754057         -7.698306e-07                       0.001                      -1.268          8.591857         -0.009733            8.644510            0.000041      1035.041683        973.472559        -0.327782          0.306524       0.043922        0.040461        0.036010        0.031313       -0.000051    -5.377479e-05    -8.885585e-05    -1.308585e-05         10.380712          10.717006           12.342718           2.181795        169.047814      3.154599e-11             2998.502689            2.900857e-09         3167.365730        2.989030e-09          7.646882e+06  382269.669018      73.100002  48.372250  121.472252
140  VW316_8_AP       KEB23           0.8          WL_SP06     -25.074876      12.689930               0.096798              -0.598957              0.579536              0.084486                     9.047930                     0.003014                  8.601481             -1.379654e-03                    4.14                 1.5                1.07                 1.57 -1038.826170   -980.167969 -1038.826170   -980.167969   -942.516296   -917.948059      8.463669       7.886978       7.084487       5.921205       0.229085        0.254297        0.231262        0.245158        0.018259        -0.027805        -0.025718         0.030351     -29.820217        0.970389        -0.125375         -0.030721           16.877613             0.045592            -0.025446                 0.181749                -0.061139        -0.065515         -0.066424               7.289420               0.000005                8.685844                0.000093               14.774264                0.000055            -0.606024        -8.547967e-08             -1.488869          2.615274e-07              1.905405          2.635907e-07                       0.001                      -1.297          8.463669         -0.005815            8.519067            0.000047      1040.518404        981.236952        -0.304396          0.306464       0.042941        0.040628        0.036540        0.030419       -0.000038    -6.004590e-05    -6.426394e-05    -9.877391e-06         10.803172          12.337641           16.877613          -6.018320        164.041150      1.956641e-11             2997.718313            4.026950e-09         3160.629105        4.088370e-09          7.652921e+06  382574.287071      71.800202  49.322029  121.122231
141  VW316_8_AP       KEB23           0.9          WL_SP04     -21.029080      14.309022               0.064746              -0.408846              0.509396              0.079361                     7.185012                    -0.002566                  7.804125             -1.555181e-03                    4.43                 1.5                1.50                 1.43 -1032.694340   -971.771393 -1032.694340   -971.771393   -942.025513   -919.746216      8.598116       7.877643       7.097939       5.930464       0.235129        0.202436        0.207478        0.254698        0.013581         0.016549         0.016469         0.026667     -37.564529        1.184576        -0.105165         -0.013149           12.273565             0.032144            -0.036755                 0.190300                -0.058306         0.066611          0.063813               5.149325               0.000006                8.726241                0.000073               13.692759                0.000051             0.533595        -1.507302e-07              1.061082         -3.916679e-07             -1.751994         -7.698306e-07                       0.003                      -1.262          8.598116         -0.009733            8.650136            0.000041      1034.936054        973.267337        -0.328634          0.307221       0.043944        0.040457        0.035948        0.031276       -0.000051    -5.504320e-05    -8.397328e-05    -2.191220e-05         10.364017          10.746316           12.273565          -4.423387        169.294198      8.818994e-11             2996.372019            2.896191e-09         3165.453851        2.984381e-09          7.644038e+06  382127.438866      73.349998  48.422249  121.772247
142  VW316_8_AP       KEB23           0.9          WL_SP06     -25.043547      12.740083               0.097518              -0.596416              0.578455              0.084486                     8.999863                     0.000429                  8.503541             -2.746467e-03                    4.15                 1.5                1.08                 1.57 -1038.965330   -980.045899 -1038.965330   -980.045899   -942.373718   -917.863098      8.468905       7.886186       7.082566       5.917994       0.228475        0.253324        0.230453        0.245086        0.018894        -0.027562        -0.025491         0.030276     -29.963932        0.964221        -0.125218         -0.030518           16.786558             0.044683            -0.026607                 0.179658                -0.060725        -0.065594         -0.066515               7.273800               0.000005                8.675656                0.000093               14.783745                0.000055            -0.598795        -8.550244e-08             -1.493263          2.615271e-07              1.885276          2.636980e-07                       0.000                      -1.295          8.468905         -0.005815            8.524070            0.000047      1040.637323        981.101473        -0.306043          0.306531       0.042976        0.040625        0.036503        0.030407       -0.000038    -5.984451e-05    -5.659650e-05    -6.302754e-06         10.796165          12.273074           16.786558          -5.985999        164.244166      4.372726e-13             2995.600159            4.027264e-09         3158.773420        4.088697e-09          7.650038e+06  382429.062282      71.999771  49.422073  121.421844
143  VW316_8_AP       KEB23           1.0          WL_SP04     -20.993181      14.336280               0.064798              -0.406477              0.508955              0.079361                     7.178283                     0.000495                  7.804739              6.891408e-03                    4.42                 1.5                1.50                 1.42 -1032.515380   -971.624939 -1032.515380   -971.624939   -941.987549   -919.819275      8.603484       7.878574       7.095953       5.930151       0.234710        0.201730        0.207969        0.255228        0.014194         0.016604         0.016486         0.026741     -37.803273        1.185944        -0.104982         -0.013131           12.310003             0.032561            -0.037659                 0.185084                -0.058471         0.066799          0.063927               5.160198               0.000006                8.730138                0.000073               13.688476                0.000051             0.531578        -1.532676e-07              1.064148         -3.942280e-07             -1.739851         -7.698363e-07                       0.003                      -1.266          8.603484         -0.009734            8.654596            0.000041      1034.746679        973.116808        -0.328661          0.307791       0.043949        0.040464        0.035910        0.031274       -0.000051    -6.039611e-05    -8.524316e-05    -1.442069e-05         10.341245          10.781482           12.310003          -4.807552        169.505661      4.148650e-11             2995.375148            2.896169e-09         3164.623030        2.984364e-09          7.642390e+06  382044.959351      73.650001  48.472252  122.122253
144  VW316_8_AP       KEB23           1.0          WL_SP06     -25.031332      12.786809               0.097009              -0.595614              0.580894              0.084486                     9.005812                    -0.004054                  8.503597              3.818413e-03                    4.14                 1.5                1.08                 1.56 -1038.999510   -979.937714 -1038.999510   -979.937714   -942.288452   -917.821411      8.473068       7.885576       7.079951       5.917406       0.228039        0.252625        0.229757        0.244915        0.019607        -0.027520        -0.025573         0.030313     -30.141460        0.959670        -0.125157         -0.030443           16.697588             0.044173            -0.024208                 0.179757                -0.059924        -0.065717         -0.066637               7.278517               0.000005                8.679467                0.000093               14.787814                0.000055            -0.592860        -8.544517e-08             -1.498058          2.615270e-07              1.866285          2.636756e-07                       0.000                      -1.290          8.473068         -0.005816            8.527924            0.000047      1040.655720        980.984941        -0.307147          0.306895       0.043003        0.040598        0.036515        0.030469       -0.000038    -5.412506e-05    -5.974720e-05    -1.018297e-05         10.756107          12.238699           16.697588          -5.932842        164.405708      1.037842e-11             2993.693352            4.026242e-09         3157.081887        4.087670e-09          7.648109e+06  382332.817018      72.250111  49.471829  121.721939
145  VW316_8_AP       KEB23           1.1          WL_SP04     -21.145422      14.376905               0.064500              -0.404504              0.511422              0.079361                     7.204131                    -0.002605                  7.808337             -5.318840e-04                    4.42                 1.5                1.50                 1.42 -1032.370970   -971.424194 -1032.370970   -971.424194   -941.862183   -919.785706      8.609275       7.878199       7.092372       5.929561       0.233990        0.201088        0.208474        0.255695        0.014852         0.016577         0.016464         0.026782     -38.046749        1.184955        -0.105732         -0.013013           12.370906             0.032960            -0.037915                 0.180961                -0.058306         0.067011          0.064114               5.133500               0.000006                8.726817                0.000073               13.694533                0.000051             0.528355        -1.507303e-07              1.068594         -3.916679e-07             -1.723717         -7.698314e-07                       0.002                      -1.259          8.609275         -0.009733            8.659571            0.000041      1034.584558        972.906691        -0.329189          0.308261       0.043953        0.040446        0.035850        0.031271       -0.000052    -6.288186e-05    -7.527776e-05    -2.479391e-05         10.297894          10.793555           12.370906          -2.867322        169.733915      7.149722e-11             2993.458793            2.895325e-09         3162.915074        2.983517e-09          7.639581e+06  381904.443885      73.950001  48.522251  122.472252
146  VW316_8_AP       KEB23           1.1          WL_SP06     -25.057637      12.834660               0.096298              -0.595521              0.579652              0.084486                     8.907572                    -0.000739                  8.484441             -1.395032e-02                    4.12                 1.5                1.06                 1.56 -1039.061650   -979.824402 -1039.061650   -979.824402   -942.210327   -917.784851      8.477321       7.884926       7.077735       5.914533       0.227993        0.251741        0.229271        0.244781        0.020315        -0.027321        -0.025639         0.030178     -30.338604        0.956750        -0.125289         -0.030369           16.586521             0.042696            -0.025014                 0.176242                -0.060294        -0.065720         -0.066654               7.273422               0.000005                8.689011                0.000093               14.791676                0.000055            -0.587013        -8.529159e-08             -1.500313          2.615273e-07              1.848778          2.636071e-07                       0.001                      -1.289          8.477321         -0.005816            8.532002            0.000047      1040.701778        980.862565        -0.308403          0.307320       0.043032        0.040574        0.036501        0.030458       -0.000040    -4.852119e-05    -6.794439e-05    -1.894423e-06         10.722142          12.167186           16.586521          -5.898974        164.570772      1.226922e-11             2991.830700            4.028121e-09         3155.429740        4.089575e-09          7.645969e+06  382226.555271      72.300392  49.521797  121.822189
147  VW316_8_AP       KEB23           1.2          WL_SP04     -21.135336      14.413692               0.064563              -0.404132              0.508565              0.079361                     7.185962                    -0.002605                  7.706446             -1.003728e-02                    4.42                 1.5                1.50                 1.42 -1032.418330   -971.313904 -1032.418330   -971.313904   -941.781189   -919.767761      8.617379       7.876963       7.088789       5.928247       0.233653        0.200528        0.209072        0.256026        0.015578         0.016604         0.016450         0.026776     -38.306801        1.185757        -0.105683         -0.013286           12.433734             0.032095            -0.038501                 0.179057                -0.058478         0.067409          0.064269               5.142835               0.000006                8.719794                0.000073               13.695225                0.000051             0.526067        -1.507303e-07              1.073416         -3.916679e-07             -1.705052         -7.698363e-07                       0.001                      -1.253          8.617379         -0.009733            8.666688            0.000041      1034.611494        972.783410        -0.330239          0.308560       0.043979        0.040435        0.035805        0.031237       -0.000053    -6.620404e-05    -7.664113e-05    -2.261172e-05         10.270527          10.784298           12.433734          -3.365563        170.053623      8.818766e-11             2991.799283            2.896123e-09         3161.542182        2.984311e-09          7.637239e+06  381787.331847      74.299999  48.522251  122.822250
148  VW316_8_AP       KEB23           1.2          WL_SP06     -25.169741      12.867773               0.097149              -0.593119              0.579230              0.084486                     8.811705                    -0.001055                  8.403546             -2.190402e-03                    4.13                 1.5                1.07                 1.56 -1039.129640   -979.718200 -1039.129640   -979.718200   -942.089783   -917.710876      8.481759       7.881697       7.075276       5.912454       0.227760        0.250543        0.229185        0.244676        0.021038        -0.026957        -0.025750         0.030234     -30.526127        0.954927        -0.125849         -0.030144           16.661910             0.040961            -0.025715                 0.174863                -0.061092        -0.065846         -0.066811               7.265318               0.000005                8.695756                0.000093               14.801977                0.000055            -0.580860        -8.559944e-08             -1.504867          2.615314e-07              1.830266          2.636417e-07                       0.001                      -1.284          8.481759         -0.005816            8.535930            0.000047      1040.754183        980.747447        -0.309538          0.307683       0.043056        0.040585        0.036478        0.030424       -0.000039    -5.573407e-05    -6.279861e-05    -1.886185e-06         10.698420          12.200730           16.661910          -5.840026        164.743143      5.125684e-11             2990.305901            4.027037e-09         3154.117003        4.088479e-09          7.643600e+06  382107.647963      72.649968  49.572086  122.222054
149  VW316_8_AP       KEB23           1.3          WL_SP04     -21.238097      14.461582               0.064228              -0.403240              0.508034              0.079361                     7.128133                    -0.002605                  7.625688             -1.922212e-03                    4.41                 1.5                1.50                 1.41 -1032.314330   -971.155700 -1032.314330   -971.155700   -941.675537   -919.726929      8.623199       7.877769       7.085937       5.926892       0.233324        0.199974        0.210037        0.256398        0.016304         0.016600         0.016405         0.026853     -38.535004        1.185348        -0.106198         -0.013670           12.497288             0.031374            -0.039611                 0.176376                -0.058304         0.067711          0.064440               5.148817               0.000007                8.714258                0.000073               13.701874                0.000051             0.520429        -1.507305e-07              1.078438         -3.916679e-07             -1.672770         -7.698363e-07                       0.001                      -1.259          8.623199         -0.009734            8.671889            0.000041      1034.473064        972.609124        -0.330713          0.308890       0.043991        0.040428        0.035778        0.031219       -0.000053    -6.588425e-05    -8.231124e-05    -1.788047e-05         10.249006          10.778729           12.497288        -316.166090        170.283413      8.824254e-11             2990.623756            2.892157e-09         3160.546964        2.980399e-09          7.634782e+06  381664.448297      74.550003  48.572250  123.122253
150  VW316_8_AP       KEB23           1.3          WL_SP06     -25.194731      12.909474               0.096033              -0.590049              0.578876              0.084486                     8.731873                    -0.004054                  8.361381             -4.792613e-03                    4.11                 1.5                1.06                 1.55 -1038.991940   -979.541657 -1038.991940   -979.541657   -941.952637   -917.622375      8.484270       7.879006       7.072651       5.910291       0.227197        0.249557        0.228928        0.244538        0.021711        -0.026609        -0.025835         0.030158     -30.645130        0.954136        -0.125977         -0.030074           16.647278             0.040996            -0.024644                 0.174293                -0.062038        -0.065990         -0.066927               7.270113               0.000005                8.692464                0.000093               14.806517                0.000055            -0.576853        -8.569554e-08             -1.508184          2.615313e-07              1.815194          2.636842e-07                       0.001                      -1.276          8.484270         -0.005816            8.537773            0.000047      1040.604593        980.564013        -0.309895          0.307784       0.043068        0.040562        0.036469        0.030402       -0.000038    -5.552962e-05    -6.719472e-05    -2.419936e-07         10.683284          12.140269           16.647278          -5.787059        164.840702      6.142230e-11             2987.992767            4.026862e-09         3151.922170        4.088284e-09          7.640715e+06  381962.957999      72.900009  49.621895  122.521904
151  VW316_8_AP       KEB23           1.4          WL_SP04     -21.428899      14.510265               0.064053              -0.403036              0.509566              0.079361                     7.056172                    -0.002605                  7.604063             -2.177773e-03                    4.41                 1.5                1.50                 1.41 -1032.014530   -970.914765 -1032.014530   -970.914765   -941.544556   -919.710083      8.626646       7.877515       7.082699       5.925759       0.232778        0.199180        0.210850        0.256744        0.017033         0.016553         0.016374         0.026900     -38.744000        1.184689        -0.107155         -0.013687           12.597527             0.031149            -0.040067                 0.174258                -0.057756         0.068103          0.064695               5.145889               0.000007                8.706278                0.000073               13.700513                0.000051             0.515555        -1.505283e-07              1.085792         -3.916687e-07             -1.642339         -7.698363e-07                       0.001                      -1.258          8.626646         -0.009733            8.674589            0.000041      1034.144063        972.353857        -0.330591          0.309046       0.043988        0.040423        0.035741        0.031203       -0.000054    -6.586810e-05    -7.888600e-05    -1.995353e-05         10.216790          10.760053           12.597527          -4.233279        170.419560      8.817930e-11             2988.723458            2.892785e-09         3158.762182        2.980964e-09          7.631276e+06  381489.111522      74.950000  48.622250  123.572250
152  VW316_8_AP       KEB23           1.4          WL_SP06     -25.227860      12.949214               0.095904              -0.587438              0.577823              0.084486                     8.652581                    -0.001011                  8.303598             -2.304144e-03                    4.12                 1.5                1.07                 1.55 -1039.005490   -979.428528 -1039.005490   -979.428528   -941.845459   -917.544861      8.488289       7.877942       7.070195       5.907733       0.226984        0.248621        0.228861        0.244507        0.022416        -0.026352        -0.025814         0.030118     -30.864299        0.953569        -0.126144         -0.029739           16.664571             0.041176            -0.024820                 0.173943                -0.062257        -0.066024         -0.066994               7.240281               0.000005                8.700739                0.000093               14.815686                0.000055            -0.574032        -8.575948e-08             -1.509828          2.615315e-07              1.812071          2.637141e-07                       0.000                      -1.272          8.488289         -0.005817            8.541510            0.000047      1040.615461        980.448564        -0.310821          0.308154       0.043089        0.040546        0.036470        0.030406       -0.000038    -5.561051e-05    -7.026932e-05    -5.530841e-06         10.613953          12.119338           16.664571          -5.784254        164.996900      6.144456e-11             2986.353743            4.027446e-09         3150.472115        4.088890e-09          7.638654e+06  381859.662147      72.999718  49.672081  122.671799
153  VW316_8_AP       KEB23           1.5          WL_SP04     -21.379298      14.554535               0.064278              -0.400067              0.508549              0.079361                     7.009287                    -0.001330                  7.503535             -8.470298e-04                    4.40                 1.5                1.50                 1.40 -1032.017940   -970.797821 -1032.017940   -970.797821   -941.455078   -919.683228      8.633844       7.877916       7.080009       5.925897       0.232280        0.198477        0.211555        0.257064        0.017807         0.016578         0.016367         0.026902     -38.965355        1.184972        -0.106907         -0.013833           12.655185             0.031466            -0.039581                 0.172923                -0.058004         0.068509          0.064903               5.169892               0.000007                8.700017                0.000073               13.706399                0.000051             0.511207        -1.505283e-07              1.091929         -3.916687e-07             -1.607529         -7.698363e-07                       0.000                      -1.257          8.633844         -0.009734            8.681053            0.000041      1034.111555        972.219563        -0.331401          0.309531       0.044019        0.040423        0.035686        0.031197       -0.000054    -6.631929e-05    -7.015385e-05    -2.553663e-05         10.237767          10.759496           12.655185          -1.454308        170.704086      8.822934e-11             2987.597763            2.891054e-09         3157.880846        2.979283e-09          7.629124e+06  381381.458560      75.250000  48.672249  123.922249
154  VW316_8_AP       KEB23           1.5          WL_SP06     -25.257578      12.986378               0.095722              -0.585564              0.577958              0.084486                     8.516323                     0.000728                  8.203590             -6.442927e-04                    4.13                 1.5                1.08                 1.55 -1039.043700   -979.326416 -1039.043700   -979.326416   -941.767029   -917.510132      8.492359       7.877076       7.068056       5.905828       0.226110        0.247998        0.228931        0.244364        0.023136        -0.026040        -0.025916         0.030079     -31.024070        0.953877        -0.126293         -0.029489           16.703703             0.041575            -0.025050                 0.169861                -0.062706        -0.066178         -0.067120               7.241163               0.000005                8.702158                0.000093               14.820231                0.000055            -0.568635        -8.575999e-08             -1.513948          2.615315e-07              1.795532          2.637141e-07                       0.000                      -1.276          8.492359         -0.005817            8.544955            0.000047      1040.639409        980.338813        -0.311793          0.308424       0.043111        0.040518        0.036455        0.030405       -0.000038    -5.445746e-05    -7.097642e-05    -2.235746e-06         10.576758          12.077704           16.703703          -5.751356        165.155176      6.143509e-11             2984.459627            4.026910e-09         3148.788123        4.088345e-09          7.636754e+06  381764.616606      73.199882  49.671921  122.871803
155  VW316_8_AP       KEB23           1.6          WL_SP04     -21.276104      14.607018               0.063808              -0.398740              0.509389              0.079361                     6.924491                    -0.002605                  7.404020             -3.519865e-04                    4.40                 1.5                1.50                 1.40 -1031.907470   -970.657043 -1031.907470   -970.657043   -941.381104   -919.698730      8.639909       7.876536       7.076722       5.925760       0.231281        0.197100        0.212389        0.257225        0.018608         0.016369         0.016324         0.026873     -39.190151        1.187012        -0.106382         -0.013679           12.715897             0.031573            -0.039464                 0.168764                -0.058044         0.068810          0.065024               5.159326               0.000007                8.692432                0.000073               13.699527                0.000051             0.507338        -1.505282e-07              1.097163         -3.916687e-07             -1.579293         -7.698372e-07                       0.000                      -1.241          8.639909         -0.009734            8.685844            0.000041      1033.975512        972.066793        -0.331599          0.309881       0.044040        0.040438        0.035641        0.031205       -0.000054    -6.984631e-05    -6.584933e-05    -3.081907e-05         10.307420          10.699357           12.715897          -8.206079        170.943975      8.820454e-11             2986.027983            2.891453e-09         3156.510559        2.979658e-09          7.626831e+06  381266.794446      75.650001  48.722252  124.372253
156  VW316_8_AP       KEB23           1.6          WL_SP06     -25.311865      13.018024               0.095761              -0.581726              0.578400              0.084486                     8.348737                     0.002456                  8.203596              1.603400e-03                    4.13                 1.5                1.09                 1.54 -1039.083860   -979.225372 -1039.083860   -979.225372   -941.678955   -917.466003      8.497439       7.876081       7.066424       5.904892       0.225552        0.247304        0.229084        0.244384        0.023833        -0.025938        -0.025819         0.030061     -31.236729        0.954157        -0.126565         -0.029305           16.718738             0.041994            -0.024738                 0.168922                -0.063147        -0.066205         -0.067148               7.201180               0.000005                8.708610                0.000093               14.831361                0.000055            -0.561739        -8.552903e-08             -1.516137          2.615226e-07              1.775937          2.637721e-07                       0.001                      -1.274          8.497439         -0.005817            8.549171            0.000047      1040.662390        980.228716        -0.312739          0.308707       0.043135        0.040492        0.036468        0.030420       -0.000037    -5.526820e-05    -6.650177e-05     7.699685e-08         10.498076          12.015818           16.718738          -5.779067        165.352830      6.143348e-11             2982.194429            4.026752e-09         3146.755957        4.088186e-09          7.634751e+06  381665.445697      72.800278  49.721878  122.522156
157  VW316_8_AP       KEB23           1.7          WL_SP04     -21.335533      14.654883               0.063546              -0.396044              0.508317              0.079361                    -6.959829                    -0.001152                  7.303606             -9.248756e-04                    4.40                 1.5                1.50                 1.40 -1031.610350   -970.472229 -1031.610350   -970.472229   -941.265747   -919.636292      8.642925       7.876187       7.073488       5.925149       0.230081        0.196262        0.213279        0.257590        0.019350         0.016236         0.016305         0.026928     -39.378510        1.186152        -0.106678         -0.014214           12.781044             0.030885            -0.040209                 0.161730                -0.057568         0.069210          0.065308               5.150309               0.000007                8.683420                0.000073               13.713243                0.000051             0.503561        -1.505282e-07              1.103901         -3.916565e-07             -1.548500         -7.698306e-07                       0.000                      -1.230          8.642925         -0.009734            8.688096            0.000041      1033.648997        971.869269        -0.331159          0.310224       0.044043        0.040439        0.035597        0.031212       -0.000054    -6.963765e-05    -6.446352e-05    -3.107660e-05         10.352126          10.672476           12.781044         -14.267894        171.063360      8.824175e-11             2984.815807            2.887870e-09         3155.365961        2.976112e-09          7.624169e+06  381133.659649      75.749996  48.772251  124.522247
158  VW316_8_AP       KEB23           1.7          WL_SP06     -25.361882      13.049610               0.096190              -0.580232              0.576099              0.084486                     8.329648                    -0.002365                  8.302201             -1.264057e-03                    4.14                 1.5                1.10                 1.54 -1039.254640   -979.124664 -1039.254640   -979.124664   -941.550354   -917.386108      8.503634       7.875221       7.063699       5.900151       0.224382        0.246628        0.229286        0.244228        0.024532        -0.025772        -0.025856         0.030023     -31.390083        0.954970        -0.126814         -0.028936           16.803215             0.042545            -0.025817                 0.167275                -0.063702        -0.066320         -0.067278               7.183551               0.000005                8.700852                0.000093               14.831080                0.000055            -0.554067        -8.574027e-08             -1.521049          2.615297e-07              1.751018          2.637026e-07                       0.001                      -1.275          8.503634         -0.005817            8.554835            0.000047      1040.812589        980.115304        -0.314531          0.308830       0.043175        0.040484        0.036496        0.030401       -0.000037    -5.663811e-05    -7.257336e-05    -1.229462e-06         10.457795          11.985488           16.803215          -5.707300        165.594019      6.143424e-11             2979.801115            4.025543e-09         3144.653632        4.086977e-09          7.632034e+06  381528.718461      73.049870  49.771961  122.821831
