         Modell Rückenlehne  Dichtefaktor Rückenlehnenteil  CNCAP_NIC_min  CNCAP_NIC_max  CNCAP_Scheerkraft_max  CNCAP_Scheerkraft_min  CNCAP_Druckkraft_max  CNCAP_Druckkraft_min  CNCAP_Biegemoment_UN_OC_max  CNCAP_Biegemoment_UN_OC_min  CNCAP_Biegemoment_LN_max  CNCAP_Biegemoment_LN_min  Bewertung_CNCAP_gesamt  Bewertung_CNCAP_LN  Bewertung_CNCAP_UN  Bewertung_CNCAP_NIC  BIO_x_1_max  BIO_x_t1_max  BIO_x_1_max  BIO_x_t1_max  BIO_x_t8_max  BIO_x_l1_max  BIO_xi_1_max  BIO_xi_t1_max  BIO_xi_t8_max  BIO_xi_l1_max  BIO_xii_1_max  BIO_xii_t1_max  BIO_xii_t8_max  BIO_xii_l1_max  BIO_xiii_1_max  BIO_xiii_t1_max  BIO_xiii_t8_max  BIO_xiii_l1_max  BIO_x_rel_max  BIO_xi_rel_max  BIO_xii_rel_max  BIO_xiii_rel_max  BIO_xiii_rel_summe  BIO_Scheerkraft_max  BIO_Scheerkraft_min  BIO_Scheerkraft_res_max  BIO_Scheerkraft_res_min  BIO_phi_z_1_max  BIO_phi_z_t1_max  BIO_dphi_res_1_t1_max  BIO_dphi_res_1_t1_min  BIO_dphi_res_t1_t8_max  BIO_dphi_res_t1_t8_min  BIO_dphi_res_t8_l1_max  BIO_dphi_res_t8_l1_min  BIO_dphi_z_1_t1_max  BIO_dphi_z_1_t1_min  BIO_dphi_z_t1_t8_max  BIO_dphi_z_t1_t8_min  BIO_dphi_z_t8_l1_max  BIO_dphi_z_t8_l1_min  BIO_Kopfkontaktkraft_x_max  BIO_Kopfkontaktkraft_x_min  BIO_Kopf_v_x_max  Bio_Kopf_v_x_min  BIO_Kopf_v_res_max  Bio_Kopf_v_res_min  BIO_s_res_1_max  BIO_s_res_t1_max  BIO_phi_y_1_max  BIO_phi_y_t1_max  BIO_xii_1_avg  BIO_xii_t1_avg  BIO_xii_t8_avg  BIO_xii_l1_avg  BIO_xiii_1_avg  BIO_xiii_t1_avg  BIO_xiii_t8_avg  BIO_xiii_l1_avg  BIO_xiii_1_summe  BIO_xiii_t1_summe  BIO_xiii_rel_summe  BIO_Federrate_avg  Energie_Kopf_max  Energie_Kopf_min  Energie_Oberkörper_max  Energie_Oberkörper_min  Energie_Gesamt_max  Energie_Gesamt_min  Energie_Gesamt_Summe        Wirkung  T_Kopfkontakt    t_start      t_ende
49    VW313_2CM       KEB47           2.9          WL_SP04     -25.687431      18.054606               0.083472              -0.416149              0.536628              0.097810                   -15.846509                    -0.004932                  3.542336              8.032546e-05                    3.84                 1.5                1.25                 1.09  -981.100037   -932.543061  -981.100037   -932.543061   -921.916443   -919.003967      8.712046       7.707892       6.758537       5.596393       0.243071        0.193515        0.209258        0.203108        0.016155         0.016313        -0.016292         0.020093     -61.027038        1.945691        -0.132770         -0.024453           14.093883             0.036689            -0.029786                 0.056637                -0.103269         0.053597          0.052973               8.261552               0.000046               11.074419                0.000047               14.530070                0.000022             0.603453         1.082426e-08              0.618555          4.888992e-09             -1.224344         -3.381952e-08                       0.004                      -1.058          8.712046          0.000015            8.747673            0.000031       982.438418        933.445710         0.328475          0.387875       0.043729        0.042262        0.036605        0.033705       -0.000074     3.753275e-06    -4.455898e-05    -1.914355e-05         11.720962          11.541583           14.093883          -4.799474        173.810404      5.017079e-10             2682.473692            1.114876e-09         2852.750590        1.616584e-09          6.909616e+06  345412.797029      86.849632  51.472252  138.321884
50    VW313_2CM       KEB47           2.9          WL_SP06     -28.956771      15.674400               0.073136              -0.444539              0.516718              0.094453                   -10.977827                     0.003466                  4.310663              5.978064e-05                    4.12                 1.5                1.32                 1.30 -1059.958860   -973.780060 -1059.958860   -973.780060   -940.172607   -929.307434      9.286895       7.974445       7.072330       5.687057       0.204808        0.206031        0.218654        0.181669        0.017664        -0.016563        -0.018994         0.018382     -52.056984        1.686312        -0.147298         -0.022325           13.280994             0.027962            -0.042644                 0.086344                -0.049818        -0.078760         -0.076383               7.866527               0.000034               11.911368                0.000028               11.989234                0.000011            -0.651727         7.985165e-07             -1.490826         -1.033026e-06              2.412666         -2.524524e-07                       0.003                      -0.964          9.286895          0.000013            9.288446            0.000032      1062.895812        975.682073        -0.413190          0.297301       0.048353        0.043764        0.036072        0.030835       -0.000109    -1.550025e-05    -9.412535e-06     2.779832e-05          9.301998          12.288747           13.280994          -4.488141        197.504290      4.100351e-10             2985.426179            6.937872e-09         3168.544593        7.347907e-09          7.579786e+06  378917.366976      79.299999  51.272251  130.572250
51    VW313_2CM       KEB47           3.0          WL_SP04     -25.366549      17.989402               0.084238              -0.420503              0.534879              0.097810                   -15.669761                    -0.004886                  3.547217              3.010053e-03                    3.82                 1.5                1.23                 1.09  -980.614624   -932.353516  -980.614624   -932.353516   -921.963196   -919.206665      8.708026       7.704986       6.753494       5.603948       0.243393        0.193142        0.210476        0.202586        0.016713         0.016108        -0.016086         0.020089     -61.074036        1.954251        -0.131548         -0.024535           14.034080             0.035717            -0.030173                 0.057066                -0.104335         0.053624          0.052994               8.245591               0.000046               11.120815                0.000047               14.564995                0.000022             0.603895         1.262043e-08              0.620395          5.440635e-09             -1.222163         -3.384473e-08                       0.003                      -1.053          8.708026          0.000015            8.743829            0.000031       981.967351        933.266319         0.327058          0.388503       0.043714        0.042266        0.036594        0.033772       -0.000073    -3.114120e-06    -5.018585e-05    -2.882672e-05         11.803851          11.537814           14.034080          -4.765470        173.650049      5.016981e-10             2680.823958            1.112009e-09         2850.835402        1.613707e-09          6.909475e+06  345405.635296      86.949570  51.572250  138.521820
52    VW313_2CM       KEB47           3.0          WL_SP06     -28.944217      15.682910               0.073289              -0.448133              0.516945              0.094453                   -10.913919                     0.003552                  4.317756             -2.610046e-04                    4.11                 1.5                1.31                 1.30 -1059.505250   -973.453399 -1059.505250   -973.453399   -940.001343   -929.265930      9.283753       7.969226       7.068508       5.682176       0.204040        0.206857        0.218864        0.181965        0.017713        -0.016564        -0.019607         0.018358     -52.235535        1.697624        -0.147253         -0.022816           13.213329             0.028565            -0.042491                 0.083353                -0.050953        -0.078899         -0.076554               7.889931               0.000034               11.932553                0.000027               11.998125                0.000011            -0.651756         7.984676e-07             -1.494789         -1.033052e-06              2.396269         -2.524499e-07                       0.003                      -0.958          9.283753          0.000013            9.285200            0.000032      1062.436779        975.353917        -0.412585          0.297318       0.048347        0.043715        0.036052        0.030847       -0.000109    -1.501607e-05    -9.924432e-06     2.829260e-05          9.375591          12.257616           13.213329          -4.493943        197.370697      4.100504e-10             2983.348201            6.928691e-09         3166.350289        7.338741e-09          7.575921e+06  378724.144079      79.100006  51.322250  130.422256
53    VW313_2CM       KEB47           3.1          WL_SP04     -25.416431      17.951106               0.083894              -0.419657              0.536054              0.097810                   -15.570313                    -0.004886                  3.555141              3.663925e-03                    3.82                 1.5                1.22                 1.10  -979.713257   -931.665435  -979.713257   -931.665435   -921.504456   -918.930237      8.706650       7.698907       6.746533       5.602847       0.243264        0.191921        0.210851        0.202993        0.017095         0.015829        -0.016048         0.020178     -61.294053        1.965964        -0.131774         -0.024334           14.039618             0.039194            -0.028539                 0.055085                -0.105175         0.053532          0.052843               8.165807               0.000046               11.133687                0.000047               14.580758                0.000022             0.601055         1.084053e-08              0.621838          4.921965e-09             -1.211459         -3.384805e-08                       0.005                      -1.043          8.706650          0.000015            8.743033            0.000031       981.050027        932.569059         0.325985          0.389203       0.043728        0.042229        0.036567        0.033794       -0.000074     3.630277e-06    -4.691567e-05    -2.958832e-05         11.929740          11.452219           14.039618          -4.773202        173.595168      5.018006e-10             2675.930230            1.117046e-09         2845.922267        1.618847e-09          6.897740e+06  344819.665944      87.199913  51.672249  138.872162
54    VW313_2CM       KEB47           3.1          WL_SP06     -28.985003      15.780919               0.073430              -0.445507              0.515596              0.094453                   -10.926019                    -0.001185                  4.340736             -5.482190e-04                    4.12                 1.5                1.33                 1.29 -1060.987430   -974.179840 -1060.987430   -974.179840   -940.353577   -929.425049      9.304165       7.973848       7.073817       5.687199       0.204951        0.206227        0.219217        0.181725        0.018027         0.016320        -0.019195         0.018480     -52.336998        1.696018        -0.147618         -0.021550           13.124104             0.028029            -0.042208                 0.082004                -0.048884        -0.078878         -0.076594               7.993699               0.000034               11.957758                0.000028               11.995740                0.000011            -0.643819         7.984676e-07             -1.497876         -1.033092e-06              2.409949         -2.524430e-07                       0.003                      -0.959          9.304165          0.000013            9.305790            0.000032      1063.921132        976.082296        -0.417452          0.297859       0.048493        0.043718        0.036041        0.030862       -0.000110    -1.566449e-05    -9.787899e-06     3.002488e-05          9.277884          12.231994           13.124104          -4.508974        198.239539      4.100364e-10             2985.907833            6.936387e-09         3169.916045        7.346424e-09          7.584840e+06  379169.963165      78.849994  51.372250  130.222244
55    VW313_2CM       KEB47           3.2          WL_SP04     -24.885573      17.784108               0.084192              -0.422998              0.539659              0.097810                   -15.761246                    -0.003945                  3.505133              9.545597e-04                    3.82                 1.5                1.21                 1.11  -978.992187   -931.468750  -978.992187   -931.468750   -921.541748   -919.041443      8.700242       7.697184       6.744105       5.602648       0.243749        0.190185        0.212774        0.202568        0.017407         0.015170        -0.015913         0.020160     -61.381859        1.969517        -0.130053         -0.024287           13.934135             0.039487            -0.029244                 0.051025                -0.105269         0.054530          0.053798               8.307231               0.000046               11.143112                0.000047               14.572602                0.000022             0.606541         1.083973e-08              0.639330          4.919960e-09             -1.200398         -3.384639e-08                       0.007                      -1.046          8.700242          0.000015            8.738204            0.000031       980.322692        932.366211         0.327378          0.389294       0.043684        0.042203        0.036533        0.033780       -0.000073     2.170460e-07    -4.772998e-05    -3.194641e-05         11.981008          11.380758           13.934135          -4.762403        173.339744      5.018351e-10             2675.705447            1.116844e-09         2845.320495        1.618680e-09          6.896710e+06  344768.286146      87.399910  51.722252  139.122162
56    VW313_2CM       KEB47           3.2          WL_SP06     -28.978650      15.593528               0.073570              -0.446710              0.512984              0.094453                   -10.998705                     0.003703                  4.387624             -3.504160e-05                    4.13                 1.5                1.32                 1.31 -1059.115840   -973.224396 -1059.115840   -973.224396   -939.933044   -929.331055      9.287537       7.960366       7.066035       5.682396       0.204077        0.207064        0.219330        0.181451        0.018111         0.016485        -0.019229         0.018409     -52.585678        1.706463        -0.147617         -0.021567           12.912691             0.028088            -0.043359                 0.084040                -0.050800        -0.078945         -0.076593               7.928442               0.000034               11.959288                0.000028               11.996309                0.000011            -0.645521         7.984676e-07             -1.497893         -1.033039e-06              2.345997         -2.524499e-07                       0.003                      -0.961          9.287537          0.000013            9.288679            0.000032      1061.979390        975.084519        -0.412068          0.297721       0.048356        0.043621        0.035998        0.030815       -0.000109    -1.391229e-05    -4.745547e-06     2.669914e-05          9.216971          12.213794           12.912691          -4.492024        197.531591      4.099660e-10             2978.602837            6.928584e-09         3161.753692        7.338550e-09          7.572050e+06  378530.514296      79.150001  51.422249  130.572250
57    VW313_2CM       KEB47           3.3          WL_SP04     -25.233891      17.693987               0.084576              -0.423871              0.545325              0.097810                   -15.589663                    -0.004761                  3.524928             -1.137582e-04                    3.82                 1.5                1.20                 1.12  -978.672668   -931.480926  -978.672668   -931.480926   -921.691895   -919.240112      8.699234       7.698115       6.744500       5.605398       0.244504        0.189925        0.213634        0.202379        0.017607         0.014865        -0.015944         0.020172     -61.468071        1.977669        -0.131848         -0.024469           14.047602             0.035158            -0.028631                 0.051288                -0.107094         0.054943          0.054179               8.324177               0.000046               11.165059                0.000047               14.597296                0.000022             0.607449         1.083320e-08              0.647956          4.907355e-09             -1.188500         -3.383579e-08                       0.004                      -1.049          8.699234          0.000015            8.737861            0.000031       980.006649        932.381084         0.326298          0.389672       0.043674        0.042198        0.036545        0.033799       -0.000073    -1.380873e-07    -4.902187e-05    -3.012014e-05         12.069604          11.325011           14.047602          -4.750372        173.299580      5.018335e-10             2676.237070            1.115448e-09         2845.659484        1.617282e-09          6.898511e+06  344858.043814      87.549790  51.822250  139.372040
58    VW313_2CM       KEB47           3.3          WL_SP06     -28.760961      15.575712               0.074288              -0.447195              0.515502              0.094453                   -10.917580                     0.003247                  4.390128              3.618629e-05                    4.12                 1.5                1.31                 1.31 -1059.756960   -973.547607 -1059.756960   -973.547607   -940.095886   -929.401245      9.295953       7.963869       7.067848       5.685128       0.203746        0.207176        0.219684        0.181411        0.018260         0.016620        -0.019279         0.018384     -52.623511        1.709930        -0.146464         -0.020533           12.895170             0.028159            -0.042781                 0.080452                -0.052233        -0.079078         -0.076809               7.959033               0.000034               11.992665                0.000028               12.003773                0.000011            -0.644592         7.984676e-07             -1.503603         -1.033104e-06              2.372592         -2.524426e-07                       0.003                      -0.956          9.295953          0.000013            9.297221            0.000032      1062.659266        975.433546        -0.413999          0.298221       0.048421        0.043646        0.035979        0.030853       -0.000109    -1.574919e-05    -6.066616e-06     2.657139e-05          9.149716          12.204796           12.895170          -4.529715        197.889751      4.100319e-10             2981.547807            6.927616e-09         3165.068773        7.337648e-09          7.577311e+06  378793.554741      78.549995  51.472252  130.022247
59    VW313_2CM       KEB47           3.4          WL_SP04     -24.901060      17.518412               0.085233              -0.425016              0.544339              0.097810                   -15.607960                    -0.004886                  3.505119              7.133947e-05                    3.81                 1.5                1.18                 1.13  -978.083557   -931.088318  -978.083557   -931.088318   -921.472778   -919.132751      8.696145       7.695747       6.738961       5.607187       0.245177        0.188966        0.214819        0.202327        0.018211         0.014528        -0.015852         0.020123     -61.610457        1.987594        -0.130789         -0.024970           13.993107             0.034865            -0.028304                 0.052990                -0.109456         0.055159          0.054352               8.357886               0.000046               11.172095                0.000047               14.592192                0.000022             0.608456         1.055881e-08              0.655832          4.767267e-09             -1.174254         -3.383499e-08                       0.001                      -1.051          8.696145          0.000015            8.735519            0.000031       979.409702        931.986300         0.326385          0.389851       0.043667        0.042188        0.036526        0.033779       -0.000072    -3.078653e-06    -5.034143e-05    -2.701652e-05         12.101272          11.277008           13.993107          -4.747309        173.176530      5.018541e-10             2672.890772            1.112702e-09         2842.207020        1.614556e-09          6.893231e+06  344594.097054      87.599800  51.922249  139.522049
60    VW313_2CM       KEB47           3.4          WL_SP06     -28.578402      15.516577               0.074146              -0.449755              0.515894              0.094453                   -10.768042                     0.003653                  4.371109             -4.170880e-03                    4.13                 1.5                1.31                 1.32 -1058.772220   -973.013580 -1058.772220   -973.013580   -939.837341   -929.306885      9.288627       7.957088       7.063866       5.685863       0.202234        0.207282        0.219608        0.181312        0.018417         0.016718        -0.019872         0.018314     -52.824287        1.716387        -0.145389         -0.019587           12.801438             0.027993            -0.041428                 0.085510                -0.054769        -0.079065         -0.076838               7.907233               0.000034               12.020504                0.000028               12.008219                0.000011            -0.652596         3.874003e-07             -1.505552         -2.024749e-06              2.382485         -2.524426e-07                       0.004                      -0.948          9.288627          0.000013            9.289657            0.000032      1061.696751        974.910130        -0.410982          0.298596       0.048350        0.043633        0.035975        0.030857       -0.000109    -1.453342e-05    -5.762468e-06     2.297858e-05          9.124562          12.175994           12.801438          -4.473641        197.577961      4.100201e-10             2978.219990            6.914189e-09         3161.301395        7.324209e-09          7.570792e+06  378467.695751      79.850002  51.522251  131.372253
61    VW313_2CM       KEB47           3.5          WL_SP04     -24.546009      17.346793               0.085357              -0.426627              0.543624              0.097810                   -15.815029                     0.000208                  3.518318             -1.246795e-04                    3.82                 1.5                1.17                 1.15  -977.833984   -930.960114  -977.833984   -930.960114   -921.429749   -919.142883      8.698821       7.693455       6.738058       5.609027       0.244297        0.187926        0.215030        0.202071        0.019325         0.013998        -0.016057         0.020127     -61.836388        2.000589        -0.128977         -0.024859           13.969738             0.034673            -0.027741                 0.048384                -0.108857         0.055143          0.054300               8.450108               0.000046               11.175349                0.000047               14.600923                0.000022             0.607362         1.083079e-08              0.658084          4.899591e-09             -1.160913         -3.383012e-08                       0.005                      -1.057          8.698821          0.000015            8.739054            0.000031       979.149688        931.855544         0.328262          0.390122       0.043675        0.042189        0.036553        0.033825       -0.000073     3.439682e-06    -4.773078e-05    -2.802465e-05         12.162636          11.169841           13.969738          -4.757638        173.283128      5.019289e-10             2672.326000            1.115407e-09         2841.672504        1.617336e-09          6.891561e+06  344510.481661      87.949745  51.972252  139.921997
62    VW313_2CM       KEB47           3.5          WL_SP06     -28.768205      15.490303               0.074124              -0.452669              0.518227              0.094453                   -10.603863                     0.003473                  4.406559              1.088924e-04                    4.11                 1.5                1.29                 1.32 -1058.814330   -973.125550 -1058.814330   -973.125550   -939.963501   -929.421875      9.291027       7.957883       7.063498       5.687727       0.203616        0.207743        0.220401        0.181199        0.018560         0.016838        -0.019651         0.018362     -52.836570        1.720000        -0.146470         -0.018858           12.809831             0.027102            -0.042251                 0.079732                -0.054335        -0.079025         -0.076835               7.895854               0.000034               12.042700                0.000028               12.014211                0.000011            -0.649953         7.984676e-07             -1.505479         -1.033104e-06              2.335951         -2.524426e-07                       0.004                      -0.959          9.291027          0.000013            9.292025            0.000032      1061.674296        974.993096        -0.410596          0.298991       0.048369        0.043626        0.035975        0.030865       -0.000109    -1.558399e-05    -3.881927e-06     2.347102e-05          9.256435          12.181198           12.809831          -4.480413        197.680091      4.100416e-10             2979.586947            6.925851e-09         3162.969937        7.335893e-09          7.574106e+06  378633.309897      79.550003  51.572250  131.122253
63    VW313_2CM       KEB47           3.6          WL_SP04     -24.535565      16.990830               0.085440              -0.424652              0.546973              0.097810                   -15.941016                    -0.004888                  3.502766              1.129945e-03                    3.83                 1.5                1.15                 1.18  -977.475464   -930.925659  -977.475464   -930.925659   -921.518738   -919.248779      8.691897       7.699548       6.737846       5.611958       0.245766        0.186975        0.216875        0.201910        0.019838         0.013505        -0.015936         0.020106     -61.835221        2.009852        -0.129429         -0.025829           13.948788             0.034129            -0.027683                 0.048107                -0.109916         0.055247          0.054438               8.584998               0.000046               11.170787                0.000047               14.606992                0.000022             0.612747         1.083240e-08              0.660917          4.902829e-09             -1.156797         -3.383173e-08                       0.007                      -1.041          8.691897          0.000015            8.732889            0.000031       978.796746        931.827148         0.328387          0.389802       0.043632        0.042293        0.036541        0.033789       -0.000073     3.766530e-06    -5.005711e-05    -2.338300e-05         12.167353          11.110944           13.948788          -4.755792        173.007394      5.018369e-10             2672.319690            1.112856e-09         2841.288051        1.614693e-09          6.893832e+06  344624.072379      87.999756  52.072250  140.072006
64    VW313_2CM       KEB47           3.6          WL_SP06     -28.782136      15.664214               0.074292              -0.452546              0.513694              0.094453                   -10.337197                     0.003556                  4.396242              3.556242e-10                    4.09                 1.5                1.29                 1.30 -1059.581180   -973.308929 -1059.581180   -973.308929   -939.980164   -929.396423      9.304190       7.953710       7.064884       5.689180       0.204332        0.207693        0.220039        0.181239        0.018712         0.016964        -0.019889         0.018264     -52.964555        1.728520        -0.146581         -0.017892           12.755813             0.027577            -0.044275                 0.077412                -0.057149        -0.078836         -0.076776               8.052319               0.000034               12.081229                0.000028               12.023270                0.000011            -0.642016         7.984684e-07             -1.504855         -1.033104e-06              2.342673         -2.524426e-07                       0.005                      -0.965          9.304190          0.000013            9.305218            0.000032      1062.440483        975.175976        -0.415002          0.299778       0.048504        0.043526        0.035941        0.030877       -0.000109    -1.471790e-05    -4.224472e-06     2.550926e-05          9.390573          12.141041           12.755813          -4.479665        198.240595      4.100540e-10             2976.820123            6.930844e-09         3161.358407        7.340898e-09          7.574390e+06  378647.453659      79.250000  51.572250  130.822250
65    VW313_2CM       KEB47           3.7          WL_SP04     -24.757527      16.742744               0.085627              -0.427271              0.546152              0.097810                   -15.878762                    -0.004886                  3.477949             -5.361123e-06                    3.83                 1.5                1.12                 1.21  -976.489563   -930.204743  -976.489563   -930.204743   -921.123108   -919.123779      8.688495       7.685689       6.729289       5.607766       0.245074        0.186304        0.217516        0.201557        0.020347         0.013075        -0.016079         0.020033     -62.007332        2.018121        -0.131029         -0.025764           13.882643             0.033405            -0.027978                 0.048270                -0.110900         0.055656          0.054770               8.533556               0.000046               11.170718                0.000047               14.593605                0.000022             0.607707         4.777838e-09              0.676268          3.289093e-09             -1.124962         -4.027383e-08                       0.004                      -1.044          8.688495          0.000015            8.730524            0.000031       977.781612        931.090134         0.329642          0.390087       0.043635        0.042167        0.036479        0.033763       -0.000073     3.489919e-06    -4.840313e-05    -2.440777e-05         12.114401          11.043814           13.882643          -4.741158        172.871962      5.018364e-10             2666.040616            1.112192e-09         2834.888541        1.614028e-09          6.881120e+06  343989.073536      88.099983  52.172249  140.272232
66    VW313_2CM       KEB47           3.7          WL_SP06     -28.421545      15.354442               0.075028              -0.455934              0.512469              0.094453                   -10.305499                     0.003035                  4.381228             -1.887993e-05                    4.10                 1.5                1.27                 1.33 -1058.705200   -972.796204 -1058.705200   -972.796204   -939.723877   -929.313965      9.297152       7.947404       7.060446       5.690843       0.202860        0.208349        0.220329        0.181156        0.018781         0.017120        -0.020282         0.018257     -53.094833        1.736432        -0.144841         -0.017745           12.640136             0.026762            -0.043163                 0.075971                -0.063215        -0.079034         -0.077000               8.031577               0.000034               12.105578                0.000028               12.034975                0.000011            -0.638331         7.984684e-07             -1.511393         -1.033104e-06              2.308977         -2.524426e-07                       0.005                      -0.944          9.297152          0.000013            9.298117            0.000032      1061.534795        974.646752        -0.412703          0.299980       0.048469        0.043487        0.035914        0.030864       -0.000109    -1.451913e-05    -2.905067e-06     1.666473e-05          9.264851          12.108954           12.640136          -4.493755        197.940793      4.101044e-10             2973.400572            6.933469e-09         3157.611415        7.343573e-09          7.567735e+06  378314.785458      78.849994  51.622250  130.472244
67    VW313_2CM       KEB47           3.8          WL_SP04     -24.479687      16.613704               0.086683              -0.426299              0.545970              0.097810                   -16.008339                    -0.003638                  3.532366             -3.518977e-05                    3.85                 1.5                1.13                 1.22  -977.331787   -930.822204  -977.331787   -930.822204   -921.522400   -919.365662      8.703131       7.689433       6.736651       5.607997       0.246144        0.185194        0.218525        0.201539        0.020973         0.012832        -0.015677         0.020068     -62.190155        2.027978        -0.129993         -0.025934           13.823585             0.033467            -0.027252                 0.045721                -0.110501         0.056038          0.055162               8.617545               0.000046               11.179201                0.000047               14.575350                0.000022             0.608770         4.759159e-09              0.682968          3.253226e-09             -1.118799         -4.024129e-08                       0.005                      -1.057          8.703131          0.000015            8.745355            0.000031       978.621330        931.707283         0.332195          0.390300       0.043694        0.042118        0.036507        0.033746       -0.000073    -4.848774e-07    -5.081184e-05    -2.433273e-05         12.182404          10.998795           13.823585          -4.726894        173.454869      5.019921e-10             2672.027898            1.113249e-09         2841.406121        1.615241e-09          6.891097e+06  344487.024808      88.349663  52.222252  140.571915
68    VW313_2CM       KEB47           3.8          WL_SP06     -28.312830      15.453045               0.075172              -0.455978              0.512072              0.094453                   -10.036147                     0.003279                  4.463805             -3.533898e-04                    4.09                 1.5                1.27                 1.32 -1058.795900   -972.796814 -1058.795900   -972.796814   -939.733643   -929.344482      9.300727       7.942577       7.060167       5.690595       0.202215        0.208395        0.220495        0.181276        0.019026         0.017224        -0.020401         0.018382     -53.160049        1.743531        -0.144238         -0.017052           12.578034             0.026391            -0.041940                 0.071802                -0.067190        -0.078985         -0.077034               8.084662               0.000034               12.134069                0.000027               12.040847                0.000011            -0.635563         7.984680e-07             -1.512530         -1.033104e-06              2.292370         -2.524426e-07                       0.006                      -0.952          9.300727          0.000013            9.301604            0.000032      1061.602945        974.637753        -0.413723          0.300455       0.048504        0.043417        0.035903        0.030875       -0.000109    -1.428219e-05    -2.143729e-06     1.589858e-05          9.363961          12.095842           12.578034          -4.475385        198.093062      4.099709e-10             2971.988524            6.946538e-09         3156.782506        7.356509e-09          7.567648e+06  378310.390110      79.099998  51.672249  130.772247
69    VW313_2CM       KEB47           3.9          WL_SP04     -24.328779      16.698071               0.087358              -0.429027              0.549014              0.097810                   -15.902406                    -0.003440                  3.516009             -8.846122e-05                    3.82                 1.5                1.11                 1.21  -977.227478   -930.709839  -977.227478   -930.709839   -921.514648   -919.447937      8.702512       7.693985       6.732214       5.613960       0.245365        0.184749        0.219325        0.201356        0.021092         0.012227        -0.015964         0.019977     -62.306122        2.030669        -0.129215         -0.025837           13.879552             0.033623            -0.026963                 0.046623                -0.110814         0.056055          0.055216               8.630934               0.000046               11.185499                0.000047               14.591881                0.000022             0.613729         4.752628e-09              0.682440          3.313501e-09             -1.129129         -4.023722e-08                       0.006                      -1.040          8.702512          0.000015            8.744770            0.000031       978.532373        931.602871         0.330039          0.390243       0.043704        0.042225        0.036485        0.033778       -0.000074     3.002646e-06    -4.708579e-05    -2.623786e-05         12.270065          10.884284           13.879552          -4.727636        173.430199      5.017587e-10             2669.760035            1.110897e-09         2839.058708        1.612655e-09          6.891421e+06  344503.029563      88.249543  52.322250  140.571793
70    VW313_2CM       KEB47           3.9          WL_SP06     -28.232614      15.475567               0.075846              -0.456638              0.511140              0.094453                    -9.952715                     0.003242                  4.458023              8.317462e-03                    4.08                 1.5                1.26                 1.32 -1057.624880   -972.241242 -1057.624880   -972.241242   -939.521790   -929.336243      9.292132       7.935018       7.056877       5.691569       0.201625        0.208517        0.220795        0.181107        0.019146         0.017317        -0.020698         0.018318     -53.360810        1.756437        -0.143792         -0.016681           12.582047             0.026240            -0.042128                 0.074896                -0.066258        -0.079077         -0.077133               8.021902               0.000034               12.146832                0.000028               12.045271                0.000011            -0.635659         7.984680e-07             -1.516288         -1.032785e-06              2.272219         -2.524430e-07                       0.006                      -0.937          9.292132          0.000013            9.292839            0.000032      1060.416484        974.075446        -0.409920          0.300823       0.048426        0.043367        0.035902        0.030863       -0.000109    -1.498283e-05    -2.721028e-06     1.941420e-06          9.384831          12.039924           12.582047          -4.471654        197.727128      4.099663e-10             2968.082316            6.925156e-09         3152.252315        7.335122e-09          7.561220e+06  377989.008851      79.150001  51.722252  130.872253
71    VW313_2CM       KEB47           4.0          WL_SP04     -24.359302      16.224432               0.088117              -0.425005              0.552872              0.097810                   -16.124170                    -0.004756                  3.499488              4.614546e-03                    3.85                 1.5                1.10                 1.25  -975.613831   -929.909912  -975.613831   -929.909912   -921.158630   -919.315430      8.687471       7.688382       6.725090       5.612233       0.246871        0.183500        0.219667        0.201038        0.021769         0.011696        -0.016275         0.020021     -62.395836        2.039759        -0.129658         -0.026299           13.834577             0.032967            -0.026775                 0.044097                -0.119792         0.056298          0.055365               8.735808               0.000046               11.166283                0.000047               14.578379                0.000022             0.613321         4.760764e-09              0.691803          3.328512e-09             -1.102647         -4.024209e-08                       0.008                      -1.046          8.687471          0.000015            8.731370            0.000031       976.899691        930.796115         0.332026          0.390299       0.043627        0.042193        0.036445        0.033784       -0.000073     6.117980e-06    -5.328760e-05    -2.134015e-05         12.287553          10.826886           13.834577          -4.735690        172.831244      5.018756e-10             2664.801169            1.110589e-09         2833.519928        1.612464e-09          6.879835e+06  343924.106522      88.499668  52.372250  140.871918
